old_code,new_code,effective_year,reason,is_verified
7440112B,7440112,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7440112D,7440112,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7460101A,7460101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7460101B,7460101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7460101D,7460101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7460108DKD,7460108,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7460108DKK,7460108,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
74801012,7480101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480101TA,7480101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480101_QT,7480101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480102DKD,7480102,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480102DKK,7480102,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
74801081,7480108,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480108DKD,7480108,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480108DKK,7480108,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
74802011,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
74802012,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201A,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201B,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201DKD,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201DKK,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201KA,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201KMA,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201KMP,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201PH,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201QT,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201TA,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201TN,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201VP,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_01,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_02,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_1,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_2,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_CLC,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_J,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_LK,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_Nam,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_UDU,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480201_VNH,7480201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
74802021,7480202,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480202KA,7480202,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480202KMA,7480202,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480202KMP,7480202,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7480202_CLC,7480202,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510102TN,7510102,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510102VP,7510102,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510104TN,7510104,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510104VP,7510104,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75102012,7510201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75102013,7510201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510201DKD,7510201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510201DKK,7510201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510201TA,7510201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75102032,7510203,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75102033,7510203,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510203DKD,7510203,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510203DKK,7510203,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510203TA,7510203,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510205DKD,7510205,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510205DKK,7510205,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510205TA,7510205,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510205TN,7510205,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510205VP,7510205,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510301DKD,7510301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510301DKK,7510301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510301TA,7510301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510301_MBD,7510301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75103021,7510302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510302DKD,7510302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510302DKK,7510302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510302TA,7510302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510302VP,7510302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75103031,7510303,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510303DKD,7510303,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510303DKK,7510303,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510406PH,7510406,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510605DKD,7510605,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510605DKK,7510605,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510605VP,7510605,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510605_01,7510605,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7510605_02,7510605,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75190071,7519007,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520101_01,7520101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520101_03,7520101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520101_04,7520101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520103QT,7520103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520103_01,7520103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520103_02,7520103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520103_03,7520103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520103_04,7520103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520207_,7520207,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520207_AIoT,7520207,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520207_THV,7520207,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520216_UAV,7520216,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7520503PH,7520503,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540101DKD,7540101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540101DKK,7540101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540106DKD,7540106,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540106DKK,7540106,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540202DKD,7540202,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540202DKK,7540202,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540203DKD,7540203,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540203DKK,7540203,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540204DKD,7540204,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7540204DKK,7540204,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75801011,7580101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580101_01,7580101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580101_02,7580101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580101_1,7580101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75801051,7580105,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580105_01,7580105,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580105_1,7580105,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201QT,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201QT-01,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201QT-02,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_01,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_02,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_03,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_04,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_05,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_1,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_2,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_CLC,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580201_QT,7580201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580205QT,7580205,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580205_01,7580205,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580205_02,7580205,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
75802102,7580210,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580210_1,7580210,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580210_2,7580210,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580210_l,7580210,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580213_01,7580213,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580301QT,7580301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580301TN,7580301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580301VP,7580301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580301_1,7580301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302LK,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302QT,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302_01,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302_02,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302_03,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302_04,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302_1,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302_2,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7580302_3,7580302,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720101YHT,7720101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720101YHT_AP,7720101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720101_AP,7720101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720101_Nam_B,7720101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720101_Nam_N,7720101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720101_Nu_B,7720101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720101_Nu_N,7720101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720101_YHT,7720101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720301YHT,7720301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720301_,7720301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720301_YHT,7720301,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720501_AP,7720501,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720601YHT,7720601,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720602YHT,7720602,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7720603YHT,7720603,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
77601011,7760101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7760101A,7760101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7760101B,7760101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7760101C,7760101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7760101D,7760101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7760101PH,7760101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7760103C,7760103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7760103D,7760103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810101A,7810101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810101B,7810101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810101C,7810101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810101TA,7810101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810103A,7810103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810103B,7810103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810103C,7810103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810103D,7810103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810103DKD,7810103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810103DKK,7810103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810103PH,7810103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810103TA,7810103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810201DKD,7810201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810201DKK,7810201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810201TA,7810201,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7810202TA,7810202,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7840101TN,7840101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7850101PH,7850101,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7850103PH,7850103,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860100_Nam,7860100,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860100_Nam_B,7860100,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860100_Nu,7860100,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860100_Nu_B,7860100,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860113_Nam_B,7860113,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860113_Nam_N,7860113,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860113_Nu_B,7860113,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860113_Nu_N,7860113,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860114_Nam_B,7860114,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860114_Nam_N,7860114,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860114_Nu_B,7860114,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860114_Nu_N,7860114,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860207_B,7860207,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860207_N,7860207,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_B,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_B_C03,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_B_C04,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_B_D01,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_C03_4,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_C03_5,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_C03_7,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_C03_9,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_C04_4,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_C04_5,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_C04_7,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_C04_9,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_D01_4,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_D01_5,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_D01_7,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_D01_9,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_N_4,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_N_5,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_N_7,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860214_N_9,7860214,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860218_,7860218,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860218_Nam_B,7860218,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860218_Nam_N,7860218,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860220_CLC,7860220,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860220_LK,7860220,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860220_NN,7860220,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860220_Nam_B,7860220,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860220_Nam_N,7860220,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860220_Nu_B,7860220,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860220_Nu_N,7860220,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860226_B,7860226,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860226_N,7860226,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860229_B,7860229,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860229_N,7860229,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860231_Nam_B,7860231,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7860231_Nam_N,7860231,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7903124QT,7903124,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
7908532A,7908532,,Chuyên ngành/biến thể của mã ngành quốc gia (campus/CLC/chuyên ngành),false
